Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,Customer_Segment
576,14,135.6,1,1,1,111,3,Needs Attention
431,14,266.4,1,1,1,111,3,Needs Attention
217,5,67.95,2,1,1,211,4,Needs Attention
564,6,93.8,1,1,1,111,3,Needs Attention
1,822,8160.81,4,4,4,444,12,Champions
64,291,2121.93,3,4,3,343,10,Champions
0,95,2556.68,4,3,4,434,11,Champions
400,53,707.79,1,2,2,122,5,Potential Loyalist
393,196,2098.16,1,4,3,143,8,Loyal Customers
140,77,1703.0,2,3,3,233,8,Loyal Customers
3,270,6703.4,4,4,4,444,12,Champions
651,8,285.6,1,1,1,111,3,Needs Attention
129,33,1822.76,2,2,3,223,7,Loyal Customers
33,213,2800.11,3,4,4,344,11,Champions
386,2,195.0,1,1,1,111,3,Needs Attention
118,8,156.75,2,1,1,211,4,Needs Attention
106,76,2111.08,2,3,3,233,8,Loyal Customers
10,129,4109.77,4,3,4,434,11,Champions
70,108,3453.69,3,3,4,334,10,Champions
15,487,2122.37,4,4,3,443,11,Champions
310,14,1063.0,2,1,3,213,6,Potential Loyalist
34,86,1417.49,3,3,3,333,9,Champions
361,99,770.37,2,3,2,232,7,Loyal Customers
91,119,2387.48,3,3,4,334,10,Champions
0,1301,11915.13,4,4,4,444,12,Champions
21,14,490.22,4,1,2,412,7,Loyal Customers
387,137,604.2,1,3,2,132,6,Potential Loyalist
3,124,1937.25,4,3,3,433,10,Champions
10,229,1260.91,4,4,3,443,11,Champions
84,97,1627.72,3,3,3,333,9,Champions
56,97,2456.62,3,3,4,334,10,Champions
0,555,10200.92,4,4,4,444,12,Champions
217,16,914.9599999999999,2,1,3,213,6,Potential Loyalist
17,1,322.08,4,1,1,411,6,Potential Loyalist
426,41,635.89,1,2,2,122,5,Potential Loyalist
18,651,11103.97,4,4,4,444,12,Champions
49,44,1263.52,3,2,3,323,8,Loyal Customers
6,148,1230.14,4,4,3,443,11,Champions
403,22,516.28,1,2,2,122,5,Potential Loyalist
511,40,956.4000000000001,1,2,3,123,6,Potential Loyalist
298,86,2541.6,2,3,4,234,9,Champions
9,382,2255.51,4,4,4,444,12,Champions
465,77,289.6,1,3,1,131,5,Potential Loyalist
21,12,1372.8,4,1,3,413,8,Loyal Customers
501,3,90.42,1,1,1,111,3,Needs Attention
98,11,271.70000000000005,2,1,1,211,4,Needs Attention
142,50,829.94,2,2,2,222,6,Potential Loyalist
305,9,131.9,2,1,1,211,4,Needs Attention
319,129,9443.04,2,3,4,234,9,Champions
7,143,6526.83,4,3,4,434,11,Champions
0,165,4361.59,4,4,4,444,12,Champions
1,190,5272.02,4,4,4,444,12,Champions
53,161,2351.58,3,4,4,344,11,Champions
455,13,132.04,1,1,1,111,3,Needs Attention
455,32,221.65,1,2,1,121,4,Needs Attention
0,339,1241.31,4,4,3,443,11,Champions
18,106,1711.73,4,3,3,433,10,Champions
8,20,375.35,4,1,2,412,7,Loyal Customers
18,546,2482.8,4,4,4,444,12,Champions
180,76,1128.44,2,3,3,233,8,Loyal Customers
59,529,3265.59,3,4,4,344,11,Champions
10,132,665.59,4,3,2,432,9,Champions
189,22,119.93,2,2,1,221,5,Potential Loyalist
375,111,970.7,2,3,3,233,8,Loyal Customers
431,82,594.86,1,3,2,132,6,Potential Loyalist
4,977,3047.63,4,4,4,444,12,Champions
310,4,113.64,2,1,1,211,4,Needs Attention
380,49,237.42,2,2,1,221,5,Potential Loyalist
154,114,5339.1410000000005,2,3,4,234,9,Champions
109,48,919.6,2,2,3,223,7,Loyal Customers
147,649,6697.6,2,4,4,244,10,Champions
63,295,2231.89,3,4,4,344,11,Champions
97,8,786.5699999999999,2,1,2,212,5,Potential Loyalist
567,4,111.0,1,1,1,111,3,Needs Attention
246,200,3946.03,2,4,4,244,10,Champions
28,216,4646.9,3,4,4,344,11,Champions
17,308,2220.9900000000002,4,4,4,444,12,Champions
733,12,204.24,1,1,1,111,3,Needs Attention
415,147,2112.21,1,4,3,143,8,Loyal Customers
11,60,712.04,4,3,2,432,9,Champions
590,41,400.95,1,2,2,122,5,Potential Loyalist
103,333,2228.22,2,4,4,244,10,Champions
73,7,234.34000000000003,3,1,1,311,5,Potential Loyalist
42,133,1268.1299999999999,3,3,3,333,9,Champions
71,53,1025.1200000000001,3,2,3,323,8,Loyal Customers
256,19,215.7,2,1,1,211,4,Needs Attention
19,17,1960.61,4,1,3,413,8,Loyal Customers
381,68,1276.66,1,3,3,133,7,Loyal Customers
253,149,1299.11,2,4,3,243,9,Champions
10,66,1295.27,4,3,3,433,10,Champions
164,153,1935.32,2,4,3,243,9,Champions
17,255,4192.25,4,4,4,444,12,Champions
149,14,249.2,2,1,1,211,4,Needs Attention
49,53,1070.98,3,2,3,323,8,Loyal Customers
38,47,165.75,3,2,1,321,6,Potential Loyalist
511,6,175.5,1,1,1,111,3,Needs Attention
26,192,1428.11,3,4,3,343,10,Champions
50,49,1047.43,3,2,3,323,8,Loyal Customers
206,100,1574.93,2,3,3,233,8,Loyal Customers
405,80,1273.47,1,3,3,133,7,Loyal Customers
174,21,468.13,2,1,2,212,5,Potential Loyalist
429,104,1574.3600000000001,1,3,3,133,7,Loyal Customers
6,370,5036.05,4,4,4,444,12,Champions
25,17,401.46,3,1,2,312,6,Potential Loyalist
50,8,166.3,3,1,1,311,5,Potential Loyalist
311,114,2645.88,2,3,4,234,9,Champions
300,42,679.16,2,2,2,222,6,Potential Loyalist
42,371,3911.27,3,4,4,344,11,Champions
25,322,2120.62,3,4,3,343,10,Champions
87,7,356.85,3,1,2,312,6,Potential Loyalist
63,12,190.31,3,1,1,311,5,Potential Loyalist
19,631,2351.02,4,4,4,444,12,Champions
2,164,3543.26,4,4,4,444,12,Champions
46,107,673.26,3,3,2,332,8,Loyal Customers
16,1626,11718.8,4,4,4,444,12,Champions
16,472,3290.67,4,4,4,444,12,Champions
23,277,3172.4900000000002,4,4,4,444,12,Champions
21,189,856.09,4,4,3,443,11,Champions
533,25,110.95,1,2,1,121,4,Needs Attention
375,79,991.98,2,3,3,233,8,Loyal Customers
10,71,1267.4099999999999,4,3,3,433,10,Champions
187,80,1223.47,2,3,3,233,8,Loyal Customers
100,25,770.9100000000001,2,2,2,222,6,Potential Loyalist
60,341,4594.7300000000005,3,4,4,344,11,Champions
17,180,3718.9,4,4,4,444,12,Champions
515,37,163.92,1,2,1,121,4,Needs Attention
32,18,330.45,3,1,2,312,6,Potential Loyalist
63,16,174.37,3,1,1,311,5,Potential Loyalist
683,39,206.09,1,2,1,121,4,Needs Attention
1,4,270.6,4,1,1,411,6,Potential Loyalist
476,20,167.65,1,1,1,111,3,Needs Attention
23,46,1758.6200000000001,4,2,3,423,9,Champions
107,12,241.09,2,1,1,211,4,Needs Attention
31,328,2933.71,3,4,4,344,11,Champions
8,550,8129.8099999999995,4,4,4,444,12,Champions
388,42,262.4,1,2,1,121,4,Needs Attention
2,2837,25774.54,4,4,4,444,12,Champions
36,18,364.21999999999997,3,1,2,312,6,Potential Loyalist
59,229,620.04,3,4,2,342,9,Champions
25,489,6077.15,3,4,4,344,11,Champions
479,29,376.34,1,2,2,122,5,Potential Loyalist
235,319,3846.4300000000003,2,4,4,244,10,Champions
24,94,3185.12,4,3,4,434,11,Champions
2,776,5786.42,4,4,4,444,12,Champions
58,852,5872.63,3,4,4,344,11,Champions
259,19,171.8,2,1,1,211,4,Needs Attention
57,24,635.45,3,2,2,322,7,Loyal Customers
64,52,1370.8400000000001,3,2,3,323,8,Loyal Customers
15,32,537.48,4,2,2,422,8,Loyal Customers
9,274,3785.44,4,4,4,444,12,Champions
58,181,2499.68,3,4,4,344,11,Champions
185,5,103.25,2,1,1,211,4,Needs Attention
3,275,12194.01,4,4,4,444,12,Champions
23,192,2982.43,4,4,4,444,12,Champions
673,23,349.25,1,2,2,122,5,Potential Loyalist
3,834,5001.03,4,4,4,444,12,Champions
3,367,3986.7400000000002,4,4,4,444,12,Champions
150,113,2627.49,2,3,4,234,9,Champions
310,144,916.5500000000001,2,3,3,233,8,Loyal Customers
10,98,1353.31,4,3,3,433,10,Champions
17,82,858.59,4,3,3,433,10,Champions
151,157,511.28000000000003,2,4,2,242,8,Loyal Customers
18,301,1816.04,4,4,3,443,11,Champions
9,216,2381.04,4,4,4,444,12,Champions
56,121,2306.48,3,3,4,334,10,Champions
595,203,835.34,1,4,2,142,7,Loyal Customers
63,32,0.0,3,2,1,321,6,Potential Loyalist
652,17,614.1,1,1,2,112,4,Needs Attention
389,2,75.6,1,1,1,111,3,Needs Attention
6,202,6050.44,4,4,4,444,12,Champions
75,69,1080.76,3,3,3,333,9,Champions
3,634,6363.85,4,4,4,444,12,Champions
509,115,679.44,1,3,2,132,6,Potential Loyalist
426,113,2519.32,1,3,4,134,8,Loyal Customers
95,162,3833.87,3,4,4,344,11,Champions
110,16,4092.0,2,1,4,214,7,Loyal Customers
34,34,1524.46,3,2,3,323,8,Loyal Customers
423,48,909.5,1,2,3,123,6,Potential Loyalist
0,35,598.98,4,2,2,422,8,Loyal Customers
280,68,613.75,2,3,2,232,7,Loyal Customers
424,31,161.65,1,2,1,121,4,Needs Attention
2,530,5573.28,4,4,4,444,12,Champions
179,404,2571.72,2,4,4,244,10,Champions
732,11,143.70000000000002,1,1,1,111,3,Needs Attention
487,74,460.71,1,3,2,132,6,Potential Loyalist
371,2,70.80000000000001,2,1,1,211,4,Needs Attention
12,185,1374.25,4,4,3,443,11,Champions
2,24,168.63,4,2,1,421,7,Loyal Customers
431,25,105.56,1,2,1,121,4,Needs Attention
517,1,14.850000000000001,1,1,1,111,3,Needs Attention
16,65,433.8,4,3,2,432,9,Champions
40,6,114.11,3,1,1,311,5,Potential Loyalist
5,506,1781.03,4,4,3,443,11,Champions
168,222,1734.91,2,4,3,243,9,Champions
49,111,1143.27,3,3,3,333,9,Champions
226,27,134.16,2,2,1,221,5,Potential Loyalist
18,384,1598.24,4,4,3,443,11,Champions
577,16,135.39,1,1,1,111,3,Needs Attention
371,6,79.5,2,1,1,211,4,Needs Attention
424,218,2884.29,1,4,4,144,9,Champions
14,197,1447.14,4,4,3,443,11,Champions
34,164,570.46,3,4,2,342,9,Champions
21,629,3615.17,4,4,4,444,12,Champions
6,84,634.83,4,3,2,432,9,Champions
19,136,2164.45,4,3,3,433,10,Champions
626,57,229.47,1,3,1,131,5,Potential Loyalist
10,103,2201.54,4,3,4,434,11,Champions
43,130,221.97,3,3,1,331,7,Loyal Customers
389,82,474.54,1,3,2,132,6,Potential Loyalist
305,54,865.1700000000001,2,3,3,233,8,Loyal Customers
10,7,213.96,4,1,1,411,6,Potential Loyalist
655,31,205.35999999999999,1,2,1,121,4,Needs Attention
274,2,660.0,2,1,2,212,5,Potential Loyalist
632,23,143.85999999999999,1,2,1,121,4,Needs Attention
373,111,937.16,2,3,3,233,8,Loyal Customers
0,6709,30094.38,4,4,4,444,12,Champions
15,240,18745.56,4,4,4,444,12,Champions
3,44,3273.44,4,2,4,424,10,Champions
71,14,1366.2,3,1,3,313,7,Loyal Customers
395,10,24.35,1,1,1,111,3,Needs Attention
438,39,599.38,1,2,2,122,5,Potential Loyalist
414,14,877.7,1,1,3,113,5,Potential Loyalist
679,1,76.32000000000001,1,1,1,111,3,Needs Attention
385,19,295.13,1,1,1,111,3,Needs Attention
393,51,934.26,1,2,3,123,6,Potential Loyalist
242,5,527.78,2,1,2,212,5,Potential Loyalist
402,9,190.47000000000003,1,1,1,111,3,Needs Attention
8,54,1295.67,4,3,3,433,10,Champions
238,62,1276.31,2,3,3,233,8,Loyal Customers
203,30,393.28000000000003,2,2,2,222,6,Potential Loyalist
0,180,2878.27,4,4,4,444,12,Champions
184,21,320.58000000000004,2,1,1,211,4,Needs Attention
31,295,2030.83,3,4,3,343,10,Champions
56,51,814.07,3,2,2,322,7,Loyal Customers
184,277,4391.53,2,4,4,244,10,Champions
8,237,5374.77,4,4,4,444,12,Champions
311,39,406.40000000000003,2,2,2,222,6,Potential Loyalist
90,86,1998.0,3,3,3,333,9,Champions
3,153,939.21,4,4,3,443,11,Champions
483,21,338.65,1,1,2,112,4,Needs Attention
50,92,2023.17,3,3,3,333,9,Champions
262,8,114.56,2,1,1,211,4,Needs Attention
265,20,344.90000000000003,2,1,2,212,5,Potential Loyalist
437,118,1971.82,1,3,3,133,7,Loyal Customers
453,15,215.22,1,1,1,111,3,Needs Attention
35,28,609.85,3,2,2,322,7,Loyal Customers
676,7,106.67999999999999,1,1,1,111,3,Needs Attention
50,16,443.6,3,1,2,312,6,Potential Loyalist
51,295,4946.81,3,4,4,344,11,Champions
15,223,3464.03,4,4,4,444,12,Champions
21,7,110.46,4,1,1,411,6,Potential Loyalist
58,2,96.12,3,1,1,311,5,Potential Loyalist
169,65,1654.69,2,3,3,233,8,Loyal Customers
8,72,2077.47,4,3,3,433,10,Champions
156,54,840.24,2,3,2,232,7,Loyal Customers
1,3890,523342.07,4,4,4,444,12,Champions
200,51,519.97,2,2,2,222,6,Potential Loyalist
403,465,4458.21,1,4,4,144,9,Champions
4,575,3754.16,4,4,4,444,12,Champions
588,4,62.5,1,1,1,111,3,Needs Attention
66,288,2034.1200000000001,3,4,3,343,10,Champions
76,29,114.18,3,2,1,321,6,Potential Loyalist
0,386,3614.54,4,4,4,444,12,Champions
737,27,246.86,1,2,1,121,4,Needs Attention
3,110,3829.23,4,3,4,434,11,Champions
168,215,814.65,2,4,2,242,8,Loyal Customers
17,216,1450.92,4,4,3,443,11,Champions
4,29,247.15,4,2,1,421,7,Loyal Customers
8,259,2456.53,4,4,4,444,12,Champions
86,30,285.74,3,2,1,321,6,Potential Loyalist
26,4,107.95,3,1,1,311,5,Potential Loyalist
28,253,1416.33,3,4,3,343,10,Champions
429,68,490.6,1,3,2,132,6,Potential Loyalist
19,99,637.89,4,3,2,432,9,Champions
60,159,2172.33,3,4,3,343,10,Champions
23,14,195.25,4,1,1,411,6,Potential Loyalist
10,1375,21720.59,4,4,4,444,12,Champions
444,12,111.63,1,1,1,111,3,Needs Attention
241,395,3243.93,2,4,4,244,10,Champions
279,188,602.0,2,4,2,242,8,Loyal Customers
548,55,1127.45,1,3,3,133,7,Loyal Customers
234,106,1113.14,2,3,3,233,8,Loyal Customers
2,163,3410.81,4,4,4,444,12,Champions
508,14,173.66,1,1,1,111,3,Needs Attention
15,240,1066.9,4,4,3,443,11,Champions
30,140,8285.49,3,3,4,334,10,Champions
592,14,184.91,1,1,1,111,3,Needs Attention
570,25,386.44,1,2,2,122,5,Potential Loyalist
371,68,1270.3999999999999,2,3,3,233,8,Loyal Customers
24,1458,54801.34,4,4,4,444,12,Champions
70,20,875.1500000000001,3,1,3,313,7,Loyal Customers
187,86,1514.81,2,3,3,233,8,Loyal Customers
587,21,146.56,1,1,1,111,3,Needs Attention
25,519,1468.55,3,4,3,343,10,Champions
575,204,4324.31,1,4,4,144,9,Champions
413,236,877.88,1,4,3,143,8,Loyal Customers
106,40,1402.06,2,2,3,223,7,Loyal Customers
7,545,7190.08,4,4,4,444,12,Champions
208,13,112.8,2,1,1,211,4,Needs Attention
43,109,781.24,3,3,2,332,8,Loyal Customers
30,71,2114.33,3,3,3,333,9,Champions
136,164,1735.59,2,4,3,243,9,Champions
264,76,1139.86,2,3,3,233,8,Loyal Customers
616,15,244.31,1,1,1,111,3,Needs Attention
518,95,1552.57,1,3,3,133,7,Loyal Customers
3,176,2758.67,4,4,4,444,12,Champions
217,22,188.60999999999999,2,2,1,221,5,Potential Loyalist
1,210,1250.76,4,4,3,443,11,Champions
213,50,702.6,2,2,2,222,6,Potential Loyalist
31,170,3116.26,3,4,4,344,11,Champions
10,631,4498.94,4,4,4,444,12,Champions
0,724,6695.72,4,4,4,444,12,Champions
14,22,318.17,4,2,1,421,7,Loyal Customers
10,483,1813.57,4,4,3,443,11,Champions
198,1,179.0,2,1,1,211,4,Needs Attention
618,28,390.69,1,2,2,122,5,Potential Loyalist
435,2,139.2,1,1,1,111,3,Needs Attention
2,54,2182.58,4,3,4,434,11,Champions
14,359,8866.48,4,4,4,444,12,Champions
13,442,1922.59,4,4,3,443,11,Champions
9,359,2838.2,4,4,4,444,12,Champions
28,32,1328.0700000000002,3,2,3,323,8,Loyal Customers
8,711,5372.47,4,4,4,444,12,Champions
23,98,896.4,4,3,3,433,10,Champions
24,138,1840.45,4,3,3,433,10,Champions
42,100,565.45,3,3,2,332,8,Loyal Customers
732,12,72.8,1,1,1,111,3,Needs Attention
409,11,226.42,1,1,1,111,3,Needs Attention
1,238,1592.18,4,4,3,443,11,Champions
5,37,663.81,4,2,2,422,8,Loyal Customers
378,27,115.77,2,2,1,221,5,Potential Loyalist
146,94,513.37,2,3,2,232,7,Loyal Customers
9,481,2093.06,4,4,3,443,11,Champions
589,43,345.25,1,2,2,122,5,Potential Loyalist
24,107,1264.84,4,3,3,433,10,Champions
654,19,124.75,1,1,1,111,3,Needs Attention
273,73,291.13,2,3,1,231,6,Potential Loyalist
412,14,190.58,1,1,1,111,3,Needs Attention
373,208,907.38,2,4,3,243,9,Champions
0,501,2005.06,4,4,3,443,11,Champions
46,45,380.02,3,2,2,322,7,Loyal Customers
7,284,5447.52,4,4,4,444,12,Champions
8,362,16050.6,4,4,4,444,12,Champions
415,64,1045.47,1,3,3,133,7,Loyal Customers
3,381,11909.710000000001,4,4,4,444,12,Champions
484,100,401.08,1,3,2,132,6,Potential Loyalist
3,45,3554.17,4,2,4,424,10,Champions
38,83,1763.64,3,3,3,333,9,Champions
1,259,12269.57,4,4,4,444,12,Champions
190,238,4068.86,2,4,4,244,10,Champions
11,85,1897.59,4,3,3,433,10,Champions
434,34,579.85,1,2,2,122,5,Potential Loyalist
592,3,50.48,1,1,1,111,3,Needs Attention
15,124,3821.02,4,3,4,434,11,Champions
112,147,2491.46,2,4,4,244,10,Champions
405,9,593.5,1,1,2,112,4,Needs Attention
247,19,294.3,2,1,1,211,4,Needs Attention
28,220,2672.25,3,4,4,344,11,Champions
479,18,310.15,1,1,1,111,3,Needs Attention
735,32,112.03,1,2,1,121,4,Needs Attention
683,7,126.45,1,1,1,111,3,Needs Attention
43,5,389.64,3,1,2,312,6,Potential Loyalist
86,48,869.51,3,2,3,323,8,Loyal Customers
44,138,1546.28,3,3,3,333,9,Champions
9,484,9851.45,4,4,4,444,12,Champions
14,122,2613.46,4,3,4,434,11,Champions
74,19,420.5,3,1,2,312,6,Potential Loyalist
144,136,2864.97,2,3,4,234,9,Champions
4,102,1625.97,4,3,3,433,10,Champions
293,7,53.8,2,1,1,211,4,Needs Attention
58,24,447.92,3,2,2,322,7,Loyal Customers
263,30,417.57,2,2,2,222,6,Potential Loyalist
731,1,-9.95,1,1,1,111,3,Needs Attention
43,7,250.55,3,1,1,311,5,Potential Loyalist
28,39,254.11,3,2,1,321,6,Potential Loyalist
7,349,6431.9800000000005,4,4,4,444,12,Champions
473,18,382.81,1,1,2,112,4,Needs Attention
16,6,139.5,4,1,1,411,6,Potential Loyalist
2,1436,15696.67,4,4,4,444,12,Champions
231,198,3624.89,2,4,4,244,10,Champions
605,50,579.92,1,2,2,122,5,Potential Loyalist
111,9,139.26,2,1,1,211,4,Needs Attention
588,11,125.7,1,1,1,111,3,Needs Attention
528,13,241.45,1,1,1,111,3,Needs Attention
57,80,1418.46,3,3,3,333,9,Champions
50,211,3339.02,3,4,4,344,11,Champions
3,21,239.26,4,1,1,411,6,Potential Loyalist
126,35,730.86,2,2,2,222,6,Potential Loyalist
280,41,386.15,2,2,2,222,6,Potential Loyalist
54,27,447.68,3,2,2,322,7,Loyal Customers
419,1,-530.31,1,1,1,111,3,Needs Attention
319,6,200.10000000000002,2,1,1,211,4,Needs Attention
654,18,305.35,1,1,1,111,3,Needs Attention
25,27,449.93,3,2,2,322,7,Loyal Customers
9,3,77.4,4,1,1,411,6,Potential Loyalist
549,7,90.96,1,1,1,111,3,Needs Attention
470,15,110.65,1,1,1,111,3,Needs Attention
6,58,1156.32,4,3,3,433,10,Champions
28,6,197.64,3,1,1,311,5,Potential Loyalist
16,145,2526.62,4,4,4,444,12,Champions
606,19,303.63,1,1,1,111,3,Needs Attention
63,4,0.0,3,1,1,311,5,Potential Loyalist
3,40,611.0500000000001,4,2,2,422,8,Loyal Customers
2,107,1889.15,4,3,3,433,10,Champions
165,6,131.45000000000002,2,1,1,211,4,Needs Attention
0,1582,10691.12,4,4,4,444,12,Champions
506,16,300.31,1,1,1,111,3,Needs Attention
52,51,715.11,3,2,2,322,7,Loyal Customers
50,23,338.15,3,2,2,322,7,Loyal Customers
47,666,7415.59,3,4,4,344,11,Champions
60,59,193.14,3,3,1,331,7,Loyal Customers
429,6,-1502.98,1,1,1,111,3,Needs Attention
161,44,845.55,2,2,3,223,7,Loyal Customers
8,12,353.27,4,1,2,412,7,Loyal Customers
14,132,1104.64,4,3,3,433,10,Champions
74,20,303.43,3,1,1,311,5,Potential Loyalist
390,40,519.29,1,2,2,122,5,Potential Loyalist
39,256,2175.37,3,4,3,343,10,Champions
620,18,686.76,1,1,2,112,4,Needs Attention
40,325,2537.02,3,4,4,344,11,Champions
386,28,170.5,1,2,1,121,4,Needs Attention
598,37,185.8,1,2,1,121,4,Needs Attention
369,177,1090.87,2,4,3,243,9,Champions
580,32,160.46,1,2,1,121,4,Needs Attention
36,53,778.5,3,2,2,322,7,Loyal Customers
196,4,271.85,2,1,1,211,4,Needs Attention
199,234,3889.21,2,4,4,244,10,Champions
73,107,1170.41,3,3,3,333,9,Champions
63,57,470.16,3,3,2,332,8,Loyal Customers
20,64,1274.76,4,3,3,433,10,Champions
366,72,1286.45,2,3,3,233,8,Loyal Customers
484,9,157.70000000000002,1,1,1,111,3,Needs Attention
179,70,321.43,2,3,1,231,6,Potential Loyalist
9,162,3952.51,4,4,4,444,12,Champions
3,314,4886.28,4,4,4,444,12,Champions
581,10,385.2,1,1,2,112,4,Needs Attention
664,1,0.0,1,1,1,111,3,Needs Attention
196,102,9803.460000000001,2,3,4,234,9,Champions
28,113,1639.94,3,3,3,333,9,Champions
52,40,197.13,3,2,1,321,6,Potential Loyalist
573,90,1623.97,1,3,3,133,7,Loyal Customers
629,3,-274.63,1,1,1,111,3,Needs Attention
498,7,94.8,1,1,1,111,3,Needs Attention
17,90,2184.21,4,3,4,434,11,Champions
526,3,293.09999999999997,1,1,1,111,3,Needs Attention
9,6,102.44999999999999,4,1,1,411,6,Potential Loyalist
89,213,3445.82,3,4,4,344,11,Champions
422,71,773.6700000000001,1,3,2,132,6,Potential Loyalist
417,74,915.28,1,3,3,133,7,Loyal Customers
267,24,340.21,2,2,2,222,6,Potential Loyalist
52,300,7163.0,3,4,4,344,11,Champions
34,158,2456.8,3,4,4,344,11,Champions
436,9,211.79999999999998,1,1,1,111,3,Needs Attention
63,279,6688.43,3,4,4,344,11,Champions
599,1,150.0,1,1,1,111,3,Needs Attention
422,13,406.79999999999995,1,1,2,112,4,Needs Attention
148,65,1320.6,2,3,3,233,8,Loyal Customers
404,11,310.56,1,1,1,111,3,Needs Attention
21,768,15542.44,4,4,4,444,12,Champions
311,205,1575.21,2,4,3,243,9,Champions
22,42,829.4100000000001,4,2,2,422,8,Loyal Customers
57,313,6123.63,3,4,4,344,11,Champions
8,33,1351.37,4,2,3,423,9,Champions
77,222,4302.17,3,4,4,344,11,Champions
118,207,6520.3,2,4,4,244,10,Champions
35,66,1311.3799999999999,3,3,3,333,9,Champions
59,218,3578.931,3,4,4,344,11,Champions
505,11,180.75,1,1,1,111,3,Needs Attention
12,67,1703.94,4,3,3,433,10,Champions
8,12,168.62,4,1,1,411,6,Potential Loyalist
51,95,1318.4,3,3,3,333,9,Champions
25,48,841.1999999999999,3,2,2,322,7,Loyal Customers
28,11,266.76,3,1,1,311,5,Potential Loyalist
730,2,-48.75,1,1,1,111,3,Needs Attention
6,9,129.72,4,1,1,411,6,Potential Loyalist
10,141,20657.77,4,3,4,434,11,Champions
185,141,2901.46,2,3,4,234,9,Champions
2,214,4170.06,4,4,4,444,12,Champions
3,259,2776.8,4,4,4,444,12,Champions
261,69,1794.6000000000001,2,3,3,233,8,Loyal Customers
2,201,1258.97,4,4,3,443,11,Champions
480,44,802.6800000000001,1,2,2,122,5,Potential Loyalist
209,49,854.13,2,2,3,223,7,Loyal Customers
534,6,116.18,1,1,1,111,3,Needs Attention
8,93,2841.55,4,3,4,434,11,Champions
520,13,256.7,1,1,1,111,3,Needs Attention
417,66,437.0,1,3,2,132,6,Potential Loyalist
12,381,3812.2200000000003,4,4,4,444,12,Champions
684,27,185.06,1,2,1,121,4,Needs Attention
76,47,706.19,3,2,2,322,7,Loyal Customers
19,17,255.4,4,1,1,411,6,Potential Loyalist
26,70,3426.55,3,3,4,334,10,Champions
18,54,756.64,4,3,2,432,9,Champions
668,8,120.6,1,1,1,111,3,Needs Attention
131,32,1496.12,2,2,3,223,7,Loyal Customers
252,18,364.8,2,1,2,212,5,Potential Loyalist
78,6,1862.0,3,1,3,313,7,Loyal Customers
206,20,369.2,2,1,2,212,5,Potential Loyalist
335,10,135.9,2,1,1,211,4,Needs Attention
253,57,817.25,2,3,2,232,7,Loyal Customers
147,63,1106.73,2,3,3,233,8,Loyal Customers
690,13,202.35000000000002,1,1,1,111,3,Needs Attention
9,110,1782.26,4,3,3,433,10,Champions
84,49,1412.21,3,2,3,323,8,Loyal Customers
7,919,24488.82,4,4,4,444,12,Champions
204,295,1973.47,2,4,3,243,9,Champions
7,128,3100.7400000000002,4,3,4,434,11,Champions
22,314,3356.86,4,4,4,444,12,Champions
394,137,1384.88,1,3,3,133,7,Loyal Customers
521,1,13.919999999999998,1,1,1,111,3,Needs Attention
10,171,2277.05,4,4,4,444,12,Champions
20,65,1000.27,4,3,3,433,10,Champions
20,364,2744.48,4,4,4,444,12,Champions
1,144,1640.64,4,3,3,433,10,Champions
153,81,1939.69,2,3,3,233,8,Loyal Customers
444,3,-66.98,1,1,1,111,3,Needs Attention
2,306,6094.6900000000005,4,4,4,444,12,Champions
73,14,381.9,3,1,2,312,6,Potential Loyalist
427,82,1380.98,1,3,3,133,7,Loyal Customers
2,35,389.86,4,2,2,422,8,Loyal Customers
0,11613,270248.53,4,4,4,444,12,Champions
16,68,748.5799999999998,4,3,2,432,9,Champions
35,247,4073.13,3,4,4,344,11,Champions
605,1,-5.85,1,1,1,111,3,Needs Attention
85,92,1752.65,3,3,3,333,9,Champions
70,140,2888.21,3,3,4,334,10,Champions
596,29,1123.75,1,2,3,123,6,Potential Loyalist
115,141,5955.81,2,3,4,234,9,Champions
538,13,359.35,1,1,2,112,4,Needs Attention
212,97,1607.17,2,3,3,233,8,Loyal Customers
